							
							SM
	GWE						
							
		O					
		R			SS		
		Q	2				
					SS		S
		Q			SL		
		Q					
44					S		
4			3-		PS		
		AO			UL		
		O					
			4				
		E					
	G	EO			A		Y
	AS						Y
		AE	-				Y
4		O					ZZ
		O					SS
3	R						
5	AA						EE
5		T			TY		
		TS					
	OG	T					
	TE	T					EE
	B	T					
	S						
			-		SS		SS
	B				TE		
	T				ALISCA		RODRIGU
0:2	T			16	AKANJI	7	RODRIGUEZ
10:21		S		16	AKANJI	7	RODRIGUEZ
0:2	T	S		16	AKANJI	7	RODRIGUEZ
0			-	16	AKANJI	7	RODRIGUEZ
00:27	T			16	AKANJI	7	RODRIGUEZ
00:27	A			16	AKANJI	7	RODRIGUEZ
00:27	SLIGAF			16	AKANJI	7	RODRIGUEZ
00:28	IDESLIGA			16	AKANJI	7	RODRIGUEZ
00:28	JNDESLIG		1	16	AKANJI	7	RODRIGUEZ
00:28	BUNDESLI			16	AKANJI	7	RODRIGUEZ
00	BUNDES			16	AKANJI	7	RODRIGUEZ
00	BUNDES			16	AKANJI	7	RODRIGUEZ
00:29	BUNDES			16	AKANJI	7	RODRIGUEZ
00:29	BUNDES			16	AKANJI	7	RODRIGUEZ
00:30	BUNDES	SS		16	AKANJI	7	RODRIGUEZ
00:30	BUNDES	W		16	AKANJI		LEWANDOWSKI
00:30	BUNDES	W		16	AKANJI		LEWANDOWSKI
00:30	BUNDES	W		16	AKANJI		LEWANDOWSKI
00:31	BUNDES	W		16	AKANJI		LEWANDOWSKI
00:31	BUNDES	WD		16	AKANJI		LEWANDOWSKI
00:31	BUNDES			16	AKANJI		LEWANDOWSKI
00:31	BUNDES			16	AKANJI		LEWANDOWSKI
00:32	BUNDES	DS		16	AKANJI		LEWANDOWSKI
00:32	DIININEC	TT	1	16	AKANJI		LEWANDOWSKI
00:32	RS			16	AKANJI		LEWANDOWSKI
00:32	I			16	AKANJI		LEWANDOWSKI
00:33				16	AKANJI		LEWANDOWSKI
00:33				16	AKANJI		LEWANDOWSKI
00:33				16	AKANJI		LEWANDOWSKI
00:33			0-0	16	AKANJI		LEWANDOWSKI
			0-0	16	AKANJI		LEWANDOWSKI
00:34		V		16	AKANJI		LEWANDOWSKI
	IND	FC		16	AKANJI		LEWANDOWSKI
	MUND	FCBAY		16	AKANJI		LEWANDOWSKI
00:35	RTMUND	FCBAYES		16	AKANJI		LEWANDOWSKI
00:35	ORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
03	DORTMUND	FCBAYERNJ		16	AKANJI		LEWANDOWSKI
00:35	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
0	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
0	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
0	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
0	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:37	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:37	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:37	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:38	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
:	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
:	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
:	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:39	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:39	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:39	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:39	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:40	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:40	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:40	DORTMUND	FCBAYERN		16	AKANJI		LEWANDOWSKI
00:40	DORTMUND	FCBAYERN		36	CEBALLOS		LEWANDOWSKI
:	DORTMUND	FCBAYERN		36	CEBALLOS		LEWANDOWSKI
00:41	DORTMUND	FCBAYERN		36	CEBALLOS	9	LEWANDOWSKI
00:41	DORTMUND	FCBAYERN		36	CEBALLOS		LEWANDOWSKI
00:41	DORTMUND	FCBAYERN		36	CEBALLOS		LEWANDOWSKI
